Business Platform,Product portfolio,Incident,Action Open Date,Title,Action,Action categorization,Action Owner,Action updates,DevOps / Product Team,Tactical/Strategic,ETA ,Action closed date,Key Actions,Status,Risk ID ,Backlog ID ,Back log Status,Problem Manager,Current day,Ageing,Aging Bucket,Action Closed month,Action closed year
Group Support,Finance,89362084,6/7/2023,P&P (Pricing & Promotion) changes reflecting incorrect prices for certain products on the tills,"Why did some of the 887 Irish promo ends become effective early, on Saturday 03/06 instead of Sunday 04/06 as per design?",Solution & Recovery,Narayana Moorthy Kanagaraj,"Tech to explore options to introduce a “prompt” during deactivation/reactivation of a promotion highlighting any UPCs where actions have already been taken.
30/06 : [Update from SAP devops] - As per SAP standard, deactivation/reactivation process is happening. It will allow the second step of activation as user needs to enter the activation date once again. However, system will not allow to deactivate once again as the line items were already deactivated. Thus this option is not feasible for the deletion and we do have a prompt for activation. ",SAP Retail,,NA,30/06/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Group Support,Finance,89362084,6/7/2023,P&P (Pricing & Promotion) changes reflecting incorrect prices for certain products on the tills,"It was highlighted that during the process of making prices, there are multiple unnecessary prompts pop up on the screen. Is there a way we can optimize it?",Solution & Recovery,Narayana Moorthy Kanagaraj,"30/06- Multiple prompts were introduced based on Business requirement around 4 or 5 years before. If any specific prompt is not needed now, it can be discussed with Product manager (David Davis) and it can be taken as a new requirement/demand. Teams to co-ordinate internall have have them removed",SAP Retail,,NA,30/06/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Group Support,Finance,89362084,6/7/2023,P&P (Pricing & Promotion) changes reflecting incorrect prices for certain products on the tills,Are there any known scenarios in SAP standard product that mask/hide user interactions or do not audit/register updates.,Root cause,Narayana Moorthy Kanagaraj,"SAP  do have scenario's like whenever user action has been taken in a promotion, changes will be stored in change pointer table based on the field that is enabled to capture changes. The same will be discussed with the right team to make sure they are aligned",SAP Retail,,NA,30/06/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Service Experience,89359796,6/6/2023,Incorrect returns policy lead-time for full price products returns,"Ops hub is not confident using the existing returns dashboard to identify impact. 
Data issues and concerns have been listed to power BI team. This will have to be followed up to closure.",Impact analysis,Aarthi ,09/06: Working with BEAM team to enhance the WISMR dashboard. Fist set of fixes have been deployed on 8th June. Working on other data issues,Order Management and Returns / Power BI team,,NA,09/06/23,,Closed,NA,FULRE-1579,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Service Experience,89359796,6/6/2023,Incorrect returns policy lead-time for full price products returns,How did this issue pass PCT though we identified issue in regression? Returns team to include Mixed basket scenario in PCT,Problem avoidance,Aarthi ,09/06:Test case updated and included in ROI ILR PCT,Order Management and Returns,,NA,09/06/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Service Experience,89359796,6/6/2023,Incorrect returns policy lead-time for full price products returns,"Permanent solution from WCS team to send sale flag as expected.
A review for this fix is required after an extension testing with OMS, WCS and Returns.",Permanent Fix,Aarthi ,"21/06: - Planned for Q2-23 and will be tracked under product backlog
09/06:B&C product teams picked up the Dev. Will be planned in the next WCS release",WCS Basket & Checkout team,,NA,21/06/23,,Closed,NA,FULRE-1669,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Service Experience,89359796,6/6/2023,Incorrect returns policy lead-time for full price products returns,"The Issue has been identified in lower environment. The testing was done only from OMS flow. 
E2E testing should be done in lower environment without manual interpretation at least for sanity.",Problem avoidance,Aarthi ,09/06: Teams have been advised to call out upstream /down stream impact mandatorily . ,Order Management and Returns / E2E testing team,,NA,09/06/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Service Experience,89359796,6/6/2023,Incorrect returns policy lead-time for full price products returns,"Create a Sale dashboard having the sale, non-sale, mixed (sale + Non sale) order numbers at WCS end.",Impact analysis,Arthi Suriyanarayanan,"21/06: - Planned for Q2-23 and will be tracked under product backlog
09/06: Yet to be picked by the product team",WCS Basket & Checkout team,,NA,21/06/23,,Closed,NA,FULRE-1669,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Service Experience,89359796,6/6/2023,Incorrect returns policy lead-time for full price products returns,Test data quality in SIT2 environment should be reviewed.,Problem avoidance,Arthi Suriyanarayanan,"21/06: - Planned for Q2-23 and will be tracked under product backlog
09/06: Yet to be picked by the product team",Aravind / Rams/Mohan,,NA,21/06/23,,Closed,NA,FULRE-1669,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Group Platforms,HR,89364597,6/5/2023,Time and Attendance application was inaccessible via desktop,Root cause of the issue,Root cause,Ganesh Regoubady (BY TAM),"The database query responsible for user authentication had picked up an inefficient execution plan due to a huge volume of data in the database, causing the issue. The Blue Yonder purge job responsible for the database housekeeping did not run from 31/03 due to a conflict with the schedule restart of the APE engine resulting in the huge data volume.",T&A Accenture,,NA,05/06/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Group Platforms,HR,89364597,6/5/2023,Time and Attendance application was inaccessible via desktop,Possibility to increase the frequency of the flush job execution at BY.,Solution & Recovery,Sanoop Madathil,The flush job is scheduled to run every 4 hours and there is no scope of manual amendments,T&A Accenture,,NA,05/06/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Group Platforms,HR,89364597,6/5/2023,Time and Attendance application was inaccessible via desktop,Feasibility to improve the post check implementation and introduce additional test cases before deploying any change into production.,Problem avoidance,Sanoop Madathil,"They will record the specifics of the purge during the smoke test and will use then, in case there are any changes to the system.The purge details has been incorporated  to their smoketest automation. ",T&A Accenture,,NA,05/06/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Group Platforms,HR,89364597,6/5/2023,Time and Attendance application was inaccessible via desktop,"The purge job had not executed from 31st March 2023, why was this not identified at BY?",Problem identification & Alerting,Sanoop Madathil,"The APE schedule restart runs at 05:00 initially, it was preponed to 00:00 by a change on 31/03 which caused a conflict with the purge job (running default at 00:00). This was not identified due to inefficient testing and post implementation checks. In addition, there was no alerting for the purge job in the BY environment.",T&A Accenture,,NA,05/06/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Group Platforms,HR,89364597,6/5/2023,Time and Attendance application was inaccessible via desktop,Implement workaround to mitigate impact during future occurrences. ,Solution & Recovery,Sanoop Madathil,A manual script is in place to purge the sessions in the database.,T&A Accenture,,NA,05/06/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Group Platforms,HR,89364597,6/5/2023,Time and Attendance application was inaccessible via desktop,Configure alerting to proactively identify any authentication issues and provide proactive notification,Problem identification & Alerting,Sanoop Madathil,Selenium script has been deployed to the production controller. ,T&A Accenture,,NA,23/06/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Group Platforms,HR,89364597,6/5/2023,Time and Attendance application was inaccessible via desktop,Explore ways to schedule the purge job after the systemic restart of the APE engine,Problem avoidance,Sanoop Madathil,"The Job scheduel has been moved to 12:15, adjustments had already been made to the system, and the job flow is now as expected
",T&A Accenture,,NA,05/06/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Group Support,HR,89364597,6/5/2023,Time and Attendance application was inaccessible via desktop,Feasibility of configuring an alert to proactively notify when the purge job had not started on time and proactively notify Customer during such scenarios.,Problem identification & Alerting,Sanoop Madathil,"18/07 - This is still under development with the BY team and the team had confirmed this to be a long term process. Thus closing this action with a BY backlog. PRB0045580
The support team is looking into several possibilities to include as part of the job alerting system because this is not a straight forward task.
26/06 - follow-up email has been sent to T&A team for update
",T&A Accenture,,NA,18/07/23,,Closed,NA,PRB0045580,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,89342875,6/2/2023,MTO sofa PDPs leading to error message.,"Alerting to be reviewed by FESK PDP. In particular, to see whether an alert can be triggered if there is inactivity on the service ",Problem identification & Alerting,"Suriyadevi
Varatharaju","28/06: The alerting has configured. 
09/06: Planned to be taken in the next sprint starting 14-Jun",Ecommerce Team,,NA,28/06/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Service Experience,89360258 ,6/2/2023,Issues with gift card transactions in the tills,Fetch the void gift card transactions at stores. ,Impact analysis,Balaguru Subramanian,02/06: This is required to ascertain the impact during the issue. ,POS,,NA,02/06/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Service Experience,89360258 ,6/2/2023,Issues with gift card transactions in the tills,Introduce alerts at tills highlight the gift card transaction failures via the existing new relic mechanism.,Problem identification & Alerting,Balaguru Subramanian,"07/06:New relic alert in place for card related issue in tills.
02/06: It is currently being built.",POS,,NA,07/06/23,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
